timestamp,speaker,text
01:36:55,Speaker E,"around 250. We increased the trust fund by 250. But the Mr. George is where about nine you're saying 26. Oh,"
01:37:03,Speaker B,"no, you're saying what I'm saying. Mr."
01:37:04,Speaker E,"Chairman and Madam Secretary. Okay, I think, thank you, Represent Baca. 800 million, just shy of 800 million in 825. Sorry, Mr. Chair. All right. Thank you, Mr. Chairman, and thank you for that. I thought, because I do remember that there was a there was debate and there was requests to"
01:37:25,Speaker B,"take more off the as far as the early childhood trust fund. I thought it was more than$100 million. I thought it was more in the neighborhood of$250 to$500 million. Mr. Chair, Representative, it was an additional$250 million. It went from$250 in$25 to$500 in$26. Thank you. And Kelly, anything to add to that? Yes, just a"
01:37:48,Speaker E,caveat that that is not a straight dollar for dollar. We did do some general funds. And
01:37:54,Speaker B,so that's why you don't see. If you look at
01:37:57,Speaker E,"your page nine packet, you can see the FY25 actual"
01:38:00,Speaker H,"revenues of$798.4 million and the current operating budget of$987.5 million. And while we did increase$250 million, those numbers don't map because we did some other revenue swaps. Thank you, Mr. Chairman, and thank you, Kelly, for that. My point is that we're growing this exponentially. So, Mr. Chairman and Madam Secretary, so what was the cost of going from as far as targeting pre-K children to going universal in this past year through executive order? What was that cost? Because"
01:38:33,Speaker E,we went from serving pre-K kinder to up to 12 years old. What was the additional cost to that to the
01:38:40,Speaker B,"state? Mr. Chair, Representative Baca, you're asking about child care?"
01:38:43,Speaker H,"The children? Yes, Mr. Chairman and Madam Secretary. I am talking because I'm going to get to pre-K and I'm going to get to school-based stuff here in a minute. So you know. I think it was$109 million increase in child care, but you will come. I think it was$103.$103 million increase in child care from$25 to$26. And that, Mr. Chairman, is up just through October, right? The$103 million was over last year. Or Kelly, you're shaking your hand. Yes, Mr. Chair. If we're"
01:39:18,Speaker B,"talking about the previous fiscal year to the current fiscal year, yes. Thank you, Mr. Chairman. So"
01:39:24,Speaker E,"I also got the number where you talked about 10,000 more students served. And"
01:39:28,Speaker H,"my question, Mr. Chairman and Madam Secretary, how many of those were school-based seats in classrooms in schools? Mr. Chair, Representative Baca, such a good question, as I mentioned earlier, of the eligible population. We're serving about 11.6, but they're going to give me the, I think it's around 13,000. Looking to"
01:39:49,Speaker E,"my team over there who has it, around 13, not of the newly eligible aren't 13,000, but of the total school-age children being served right now under child"
01:40:00,Speaker D,"care assistance contracts is around 13,000. But they're going to give me the number of how many school age, unless it's in the brief. It might be in"
01:40:10,Speaker B,the brief. Let's look at the child
01:40:12,Speaker H,"care brief. Maybe in here. Hi, brief. I think it is. I don't think I saw that. Which page? Three on your presentation. Page three on my presentation. Page three on my presentation. Okay. Thank you. I don't think so. Oh, yeah. There we go."
01:40:30,Speaker B,"There we go. Thank you, T. Page"
01:40:31,Speaker H,"two. There we go. It's not the breakup. Oh. That's the number of children by. Age group. And Mr. Chairman and Madam Secretary, I guess what I'm going to say, and this is really the number of our three and four year old school programs or preschool programs, that's a percentage of age pre-K three, four. But I'm talking about slots and spaces in schools. That's the question that I'm having. What for the$103 million? So I know you'll have to get back to me, but I'm sure it's not 10,000 slots. Okay, Mr. Chair, Representative Bach, I just want to make sure for our follow-up with you"
01:41:16,Speaker B,that we're clear about the question. You're
01:41:18,Speaker E,"interested in school-age children, 6 to 12? No. Mr. Chairman and Madam Secretary, I'm talking about your school-based, school-funded three- and four-year-old slots. Not"
01:41:27,Speaker B,the number of slots that we have as far as
01:41:30,Speaker H,"the capacity. I'm asking for. The number of school-based public school charter school three and four-year-olds. Okay. Mr. Chairman and Madam Secretary. So, how much does it cost for a three or four year old school-based child? Mr. Chair, Representative Baca, I apologize. Will you repeat your question to me? Yes, ma'am. Mr. Chairman, Madam Secretary. Okay, so I"
01:41:54,Speaker E,"am a public school district. I have a school-based three- and four-year-old student. Or, you know, how much money does that student generate or does the school district receive for that student that's in my school? You have it, Kelly. I know it's between 14"
01:42:12,Speaker B,and 15. I want to give you
01:42:13,Speaker H,"the exact amount, but it is a per-child cost, and my team is going to give it to me. I don't know if you have it. Mr. Chairman, can I just clarify? Are we talking about the cost for a child, a"
01:42:30,Speaker B,"pre-K child in a school center, or"
01:42:31,Speaker H,the cost of a school providing child care assistance? I am talking about a
01:42:36,Speaker B,three- and four-year-old school pre-K program. I am a three and four-year-old. I am in school. How
01:42:42,Speaker E,"much does the district receive for me to be in that school if I'm a three-year and four-year-old pro? So, my uh, and I understand you can get back to me at this, Mr. Chairman and Madam Secretary. So, let's let's just"
01:42:58,Speaker B,"say for for you know, just for round numbers, that it's about$14,000 for pre-K."
01:43:03,Speaker H,"It's somewhere around there. So, Mr. Chairman, Madam Secretary, so we're the school or the state is paying$14,000 for me to attend school, three and four-year-old school from Nine to three, or whatever. Mr. Chair, Madam Secretary, and then that same three-year-old goes home, and then now they qualify for universal child care. Is that correct, Mr. Chairman, Madam Secretary? Mr. Chair, Representative Baca, excellent questions. They qualify for wraparound, not a full day of child care, but they would qualify for a wraparound rate or for a few hours. And Mr. Chairman, Madam"
01:43:42,Speaker E,"Secretary, so the fact is, so do like, so I, school dismisses at three o'clock, the little the bus comes or my preschool comes, it takes me there as my parents are working or going to school or whatever. Is there a number of hours"
01:44:00,Speaker B,that that center will be paid for or is it
01:44:03,Speaker E,"unlimited as far as Mr. Chair, Representative Baca, excellent question. They would be paid what we call A wraparound rate, so it would just be for the hours. Maybe the child has to also go there before school starts and after, and then also when the schools are closed. So that's called a wrap-around rate that they would get for only a few hours a day."
01:44:30,Speaker B,"Well, Mr. Chairman, and I guess that's"
01:44:31,Speaker H,"what I'm trying to get down to and to drill down to. Okay. When we're talking, you say wrap around because I understood that. But we're talking about is that an additional four hours per day? Is it an additional five hours a day between pre before school and after school? I don't know if you have that, Kelly, shaking, so I don't know if we know that. We do. How many hours is that? Before and after. There are a certain number of hours. Usually it's about 10 hours a week about before and after. So if it's maybe it's more after than before, or it's a little before and after. And then, of course, during the holidays and you know, when they're. At a school, they would be all day there. So, Mr. Chairman, and again, you know, when we're trying to make this, I'm trying to very focus my questions, okay? So, I know many school districts have before and after school programs that are on site, correct? So,"
01:45:43,Speaker B,I'm talking about this child leaves my
01:45:45,Speaker E,"site and then goes to a preschool. So, you're saying there's only so many hours it will cover when that child leaves my campus. You said it's up to 10 hours a week, okay? So, if I need more hours, then what happens, or how is that covered, Mr. Chair? Representative Baca, you know, I'm trying to get a sense of what would be most helpful. So, the idea is that a working family who's going to a school-based pre-K"
01:46:18,Speaker B,"needs 10 and a half, 10, 10"
01:46:19,Speaker H,"and a half hours of care a day, what Representative Dow was referencing earlier. So, the idea is that we have three rates. We have a part-time rate for pre-K, I mean, for preschool-aged children. So, maybe they're not eligible yet for early pre-K and the parent just wants a little bit of care because they only work part-time, or they're a child who gets preschool and they need wrap-around. And so, that's a wrap-around rate that includes so many hours, and we'll get you those hours. And then there's a full-time preschool rate. So, those are the three types of rates that a contract that a family could get depending on the family's needs."
01:47:07,Speaker A,"So, Mr. Chairman and Madam Secretary, so we're talking about this. Let's say I work on Thursday, on Fridays, or Saturdays,"
01:47:15,Speaker F,"Sundays. My kids are going to need. So, the fact is, very quickly, if we're talking those hours, so I guess what I'm saying is that we're double paying for the number of kids, or there's potential to pay for them at school. And then, how much are we going to be paying additional for those children in child care? Mr. Chairman, this will be my. Final question. And this is, and Madam Secretary, this is about the poverty rate and as far as the high-income earners. So, Mr. Chairman, Madam Secretary, is there any difference? Representative Hernandez here, his household makes$325,000. My household makes$100,000. Is there a sliding scale or is there a different rate that's charged? Or does the person who makes$325,000, do they have that same access to me, who is really at that point 200% above the poverty? Yeah, Mr. Chair, Representative Baca, excellent question. Yes, similar to K-12, similar to pre-K, we don't ask income. We provide the same service at no cost. That's what we're saying with universal child care. And I do have your answer on pre-K. 8,762 children receiving pre-K in school-based programs. And if they're three years old, they're getting 16,225, the school is for that child. And if they're four, they're getting, you are more accurate, 14,730 for the four-year-old. Thank you, Mr. Chairman. And I think one of the, you know, when we're talking about, and this is hard for me. I'm an educator. I support education, but I support education pre-K through higher ed. And so this is, I just want to make sure that we understand and that when we're talking about growing, I think that we also want to track how many school-based seats are we providing along with these private center for-profit and otherwise. That to me is an important part of that because for the funding that's needed and those slots that are needed, Those the school-based programs are not growing at the same rate that our private school centers are. Mr. Chairman, thank you. Thank you very much, Representative Baca, and thank you for your questions. We're going to go now to Representative Little, then Representative Edetta, then"
01:49:49,Speaker B,"Representative Herndon. Thank you, Mr. Chair. I'm"
01:49:51,Speaker F,"dealing with a bit of a cold, so forgive me if I have to stop for a moment. I am looking at, I would like to look, Mr. Chair, at, or maybe offer personal experience. I think some have heard my experiences in the past of raising a child, one child, one child. And the level of and the difference in the types of care that I needed at each stage of her life. As an infant, it was really hard to trust anybody to take good care of my child that I didn't know. It's very difficult. And extremely expensive when I did check into it. Mr. Chair, I ended up using a lot, many of the time, looking to my parents, my mom, to provide that care. Someone who I trusted implicitly, just trusted to the max. And Victoria had a wonderful infancy because I had to go to work as much as I would like to have stayed at home. I could not. And at the time, her dad was working as well. We moved into Albuquerque. And what I'm going to tell you, Mr. Chair, is the experience that we had is a lot of what I hear the experiences are of people in rural and frontier areas who have to move into towns to where the jobs are, where education is available, and take their children with them, or unfortunately. Have to leave them with the people they trust. So that comes to my mind first. The next part, when she got into elementary school, we were living in Phoenix and living in Albuquerque, I mean, in Maryland. This was a time"
01:51:48,Speaker B,"before cell phones, before the time of"
01:51:49,Speaker F,"instant contact. She was a latchkey child, and it used to scare me to death, the idea of leaving her at home. So, back way back then, we had our codes to call each other. She would not answer that phone unless she got the code. And, you know, I won't give it away, but, Mr. Chair, we had to devise a way to ensure that it was only going to be me that she would pick up the call. As she got into middle school, just approaching middle school, there's another need there. It doesn't end. It never ends. And the issues that I faced of having to decide, Mr. Chair, whether to pay for a roof over our head, food on the table, and a vehicle were very much at the front of my mind. I knew where every penny went. And when I had to make a decision, it was a vehicle. I could not afford a vehicle. And I also could not afford to have after-school program care for her. This, as I mentioned before to some of you, to many of my colleagues here, is the experience that's not just faced by me, not just way back then in the 80s, but it's faced now. This is a game changer. The opportunity for people to have"
01:53:22,Speaker E,"child care where the providers have background checks, huge, where the providers have. Education, another huge factor for the parents to know that their child is going to be in a safe place, not just in infancy, but before and after they enter school, is huge. So I wanted to start by saying that, and I do believe it is going to be a game changer. Secondly, my second part of this is that children, as I understand it, in working with many teachers, children who are prepared to go to school generally are very fluent in their language, their first languages. They are ready to enter into kindergarten, first grade, those grade levels, and are ready to learn. Mr. Chair, we already have an issue,"
01:54:15,Speaker F,"a lawsuit with the Yazzie Martinez case that is ongoing. We went over some of the issues. In this committee, with regard to the public education department and this issue specifically, and we saw, we heard how children of color have not received, have not benefited from the education that has been available to others. It's not equal. And so I'm wondering, I see, well, first thing that caught my mind was zero, zeroing out of some of the parts of the budget of the request in the executive for air or for the Native American Early Childhood Convening. In my mind, Mr. Chair, and please the experts sitting at that table can tell me, in my mind, it's my understanding that these convenings assist, are developed, are available to encourage participation from those providers in tribal and rural communities. The this case travel-specific to come together to discuss best practices, to discuss advances, to discuss challenges that they're facing. My"
01:55:22,Speaker A,"question, Mr. Chair, is that, and is my understanding of this correct? And then,"
01:55:27,Speaker E,"and I would ask the secretary to respond, please. Yes,"
01:55:30,Speaker B,"Mr. Chair, Representative Little, and thank you so much for sharing your personal story. I think that"
01:55:36,Speaker A,"really puts into context what this policy means for families. Yes, that's exactly the intent. Assistant Secretary Dr. Joni Sweena has been doing the sacred beginnings tour and"
01:55:46,Speaker B,going around and really learning the in-depth
01:55:48,Speaker D,"knowledge that we have in our nation's Pueblos and Tribes and the language nests and their Head Start, early Head Start child care programs, and the opportunity with the first in the nation, Assistant Secretary for Native American Early Education and Care, to bring all those nation's Pueblos and tribes together for shared learning. Learning, as you said, best practices, and just really celebrate what we have achieved here in this prenatal to five period of life in a state that's committed to that across all of our communities. So that's exactly the purpose of that request. Thank you, Mr. Chair. Additionally, I'd like to discuss, go back to the discussion about the barriers that are still being faced. It is correct me"
01:56:39,Speaker B,"if I'm wrong, but limited, there's still"
01:56:40,Speaker F,a limited number of child care slots on or near
01:56:43,Speaker B,tribal lands and in certain parts of
01:56:45,Speaker F,"the state. The transportation challenges across these large areas also play a factor in this. And they're also facing some difficulty, Mr. Chair, recruiting trained providers. And mine, I'm hopeful that this effort, this This initiative is going to address these issues. And I see that it's going to require continued investment in all communities. And my question, then, to that, Mr. Chair, is what is the balance of the Early Childhood Trust Fund? Great question, Representative Little. Mr. Chair, Representative Little, it's around 10 billion. 10 billion with a B. 10 billion with a B. Thank you. And if, members, this is a great question. Kelly, can you direct us to the page in our volume threes where we can see the estimated balances or"
01:57:37,Speaker A,"the actual and estimated balances? Thank you, Mr. Chair. Members of the committee, if you turn to"
01:57:43,Speaker B,"volume three, your spiral notebook, if you look on page 96, that will give you the actual balances. And the estimated growth from our consensus revenue estimating group that works with LFC economists and DFA economists. And this chart not only shows"
01:58:00,Speaker E,"what the estimated balance is, so for instance, in 2025, you can see it's, or 2026, the current year, it's 9.9. And then you can see that in that red column, what the distribution is, that minus number is what we're sending out to the agency and what the future distribution looks like, given that we increased the distribution"
01:58:24,Speaker F,to 500 million earlier than we previously
01:58:25,Speaker E,"would have by the statute. Thank you, Mr. Chair. I think I will end"
01:58:30,Speaker B,"my questions here. Much of the questions, many of the"
01:58:33,Speaker E,"questions I had were answered, have been asked previously, and"
01:58:36,Speaker B,I'm looking through really quickly to see if there was
01:58:39,Speaker E,"any. Else I had, but I thought that also, Mr. Chair, the suggestion that had been presented about prioritizing career areas for child care is important. But I"
01:58:49,Speaker B,"can't, I do support that. However, I think that all"
01:58:52,Speaker E,"careers are important. Every career that contributes that their parents have, a child's parents have contributed to this date. And it is a very"
01:59:01,Speaker B,"complicated issue. I'm looking forward to working on this again, Mr. Chair. Thank you for thank you very much, Representative Little. Okay, we're going to go to Representative Herrera and then Representative Herndon. Thank you, Mr. Chair. Thank you, presenters. Great programs, great comments. I'm curious, Secretary, have we"
01:59:21,Speaker D,"increased the payments for fit providers? Mr. Chair, Representative Herrera,"
01:59:24,Speaker B,"yes, we've increased them almost every year, except maybe one or two in the time that this administration, since this agency has existed. And so I can get you the percentage percent. I know just this last year was about an 11% increase from the year before, which we also saw an increase. Here we go. 11.4% from this 11.4 million. And that's from the trust fund. That's fit rates. But that's also, then we have Medicaid in there. No, that's a different one. That's the Medicaid. Can I get you"
02:00:01,Speaker E,"the exact percentage? But I know we increased it 5% the year before and then 11%. And so we'll get you the total since this is state increase. Is there an equal increase on the federal side? We work with the health care authority, Mr. Chair. Representative Herrera, we work with the Health Care Authority to set our rates and then. They give that to the Medicaid, and the Medicaid pays the same rates. Okay. So now let me go to the universal daycare. So if you"
02:00:37,Speaker B,"have one infant, it will cost the state$35,000, right? So if you have twins,"
02:00:42,Speaker E,"it's going to be$70,000. God forbid, should have triplets. I'm just saying, I got to just say, I got to say, that line through Ecclesiastics keeps running through my mind, you"
02:00:54,Speaker B,"know, a time to be born, a time to die. And I guess have you done a study on how much paid family leave would have cost for at least for the first three months of a child's life? Have you done a study on what paid family leave, if we let mothers or fathers stay at home with that infant for a three-month period or a six-month period or a year period, how much that would have cost? The state? Mr. Chair, Representative Herrera, I have not, but I know Secretary Black gave me a report from the economic development impact of what it's costing our state not to have adequate infant toddler care in terms of lost work and productivity. And it's over$563 million a year that the state is losing in revenues. So I think that we want to emphasize these are voluntary programs. These are voluntary for providers and voluntary for families. And so I think it's a choice that we want to make sure is available to families, fathers, and mothers when making a decision. Mr. Chair and Secretary, I understand it's a choice. I'm just not sure it's a good choice. That's all I'm saying. Mr. Chair, Representative Herrera, it's not$35,000. That's that infant toddler contracted slots pilot that Representative Dow was referencing. But I hear what you're saying in terms of the per-child costs. I'm just saying other countries have done it differently. And they have funded parents staying at home with those babies in the first months and the first, you know, sometimes all the way to the first year. I'm not sure we could afford that, but I will certainly call for a study to look at that because I think that's a really important choice that parents should have, along with these choices. I mean, some parents, I really, I know, and we know from the research, it's best if a baby's at home with their parents. It's just clear. It's just clear. I'm not saying all"
02:03:16,Speaker A,"parents, of course, there are exceptions. We have different kinds. I get it. But I'm just saying"
02:03:22,Speaker G,"for the most part, you know, that prenatal care, that breastfeeding, all that stuff is just vital to infant development. So, and I know you encourage that. I'm not saying you're against any of those things. I'm just saying I'm not sure. We're making the right choices here. And I will at least, Mr. Chair, I just don't think we're giving the parents the most important choice we could give them, which is really staying at home with that infant. So I will present a memorial to at least do the study and see what that would look"
02:04:03,Speaker E,"like cost-wise and what that would look like for infant health, which is really what we care about here: infant health. So, yeah, I just think we need to go in that direction. And I also, I must say, Mr. Chair, I worry about the impact of these costs for future appropriators. You know, there's a reason the LFC budget looks like it"
02:04:28,Speaker B,looks. It's because we also have to consider the next
02:04:31,Speaker E,"people, the next group of people. That sit around this"
02:04:34,Speaker B,"table, are they gonna have any money to work with to make any choices? And are we gonna, you know, you're sitting on the biggest gold mine in the state, and then we're asking for more. So I'll end with that, Mr. Chair. Thank you. Thank you very much, Representative Edretta. Next, we're gonna go to Representative Herndon, then Representative Vincent. Thank you, Mr. Chair, and thank you, presenters. So I have a basic question that I'd"
02:05:06,Speaker E,"like to ask. As we've been talking about these various child care facilities, there was a discussion about a five-star, there was a discussion about a two-star. So as I looked that up, a two-star"
02:05:19,Speaker B,provides basic quality standards focused on consistent
02:05:21,Speaker G,"routines and planning. A five-star facility provides high-qualified staff, a rich environment, and a superior health safety. Is our goal if we're going to actually give good universal child care to make Every one of these child care facilities at five-star. Mr. Chair, Representative Herndon, thank you for that question. We actually have two performance measures related to the number of providers that are in the five-star, which is in, I don't know which volume, but no, not all of them. I think we recognize that there is a continuum and there's different ways to become five-star. And we have our registered homes that also provide care. So, but we do have a goal. I think it's 66% are supposed to be. It's how many providers, a percent of under policy research and quality. There's a degree. No, he hits down here. Percent of provide of licensed child care providers participating in the focus,"
02:06:25,Speaker E,"which so that's the quality. We're supposed to be at 75 percent, 66 percent, and then those. Those participating at the four or five star, is that the 75%? 65%. That's your target for 65%. So that's our target for where we want to see our programs. And we see in the universal child care brief, you'll see kind"
02:06:49,Speaker G,"of where providers fall right now in terms of quality levels. Thank you, Mr. Chair. Thank you, providers. And I want to follow up on a concern raised by Representative Little. So she talked about on native lands the fact that sometimes transportation is difficult in getting a child to a child care facility. So I want to raise the question with you as I look at some of these schools throughout our state that provide automotive mechanic CTE programs. And what they do"
02:07:24,Speaker B,"in these programs right now, they take"
02:07:25,Speaker E,"these simulated cars, they build them up so that they can teach students how to fix a car, and then they tear it down for the next class. What happens if we, Madam Mr. Chair? Chair and Madam Secretary, if we had"
02:07:42,Speaker B,cars that were donated by the Automotive Dealers Association of
02:07:45,Speaker G,"America, or people donated their cars to these schools, and when students fixed them"
02:07:49,Speaker A,"up, then what they did, they would make them available to people who are"
02:07:54,Speaker G,"native lands or people who don't have the cars, because we don't have great mass transportation in this state. Mr. Chair, Madam Secretary, what do you think of that idea? Mr. Chair, Representative Herndon, I would have to learn more about it. I don't, I can't really comment. It sounds like a very ingenuity, you know, a good way to use cars or old cars and teach young people how to work with cars. I took car maintenance in high school, so I think that's good. But yeah, I can't really comment on it, but I think that kind of innovation are important things for us to pursue."
02:08:39,Speaker E,"And one last question, Mr. Chair and Madam Secretary. As I look at the work habits and, I guess, schedules of many of our parents. Of them do have to work at night, and some of these child care facilities, I hope, are offering. I've seen signs that say we offer 24-hour child care service. Are we paying them additional funds for that 24 hours? Because you talked about a 10-hour period. Now, I'm bringing to your attention, Mr. Chair and Madam Secretary, a 24-hour period. What are we doing to help them? Yes, Mr. Chair, Representative Herndon, thank you for asking for that. We call it non-traditional hour care, and we do pay 10 to 15 percent on top of the rate for hours, depending on when those hours are. But yes, so we absolutely recognize the value of that type of care and compensate it accordingly. Thank you, Mr. Chair, and thank you, Madam Secretary. Mr. Chair, those are my questions. Thank you very much, Representative Herndon. Now, we're going to go to Representative Vincent, please. Thank you, Mr. Chair, and thank you, Presenter Secretary. So I'm not big into child care. I'm just trying to, you know, I'm trying to figure all this out. And from the"
02:10:07,Speaker G,"inception of this at 200 million, and now we're over 900 million, how do we sustain that? And you're, I mean, you're at 900 million, and you expect that to expand"
02:10:19,Speaker B,and expand and expand. How is that
02:10:21,Speaker E,"sustainable? What's the model? What's the metrics? How are you making that work? Yes, Mr. Chair, Representative"
02:10:27,Speaker G,"Vincent, excellent question. And we actually have a five-year finance plan that outlines that. And it isn't, the reason that the cost has gone up is because we're serving more children and we're serving them with higher quality services, which means we're compensating the workforce better than we were."
02:10:46,Speaker B,"When we took office and when the department came into being. So it's not just money serving the same amount of children. So we're a little over 95,000 children being served across our four core programs. There's about 130,000 children zero to five in the state. Not all of them need all the programs. Not all of them would, the parents would want them. So that's our goal. And we know we have the declining birth rate. And so our plan is to be able to make sure we're universal for zero to three, meaning that 80% of families who need infant and toddler care will be able to access it in our state. We're 84% for pre-K. We're right now 60% for early pre-K. We'd like to be closer to 70%. And then for early intervention, of course, we are serving all those who are eligible. And for home visiting, we have home visiting now in every county. We're going for a universal model where every family gets at least one or two visits, and then families can have access to more intensive home visiting as needed. So we're a universal model, and that's why the cost of On up because we're reaching more children and more families and supporting your communities in a much more comprehensive way. And, Mr. Chair, Madam Secretary, you have$10 billion in the fund, and the corpus of that is$500 million, correct? No. Mr. Chair, Representative Ben said, the corpus is$10 billion, and what we get, the distribution, is the$500. Okay, sorry, I had that backwards. My ADD is acting up. So, since you now, do you plan on putting more into that fund so that you can fund yourself? Or I don't understand how this is sustainable. Mr. Chair, Representative, so are you? I just want to clarify, you're asking sort of about the longevity"
02:12:58,Speaker A,of the Early Childhood Trust Fund. I think the best way to talk about
02:13:03,Speaker B,it would be: there are inputs into
02:13:04,Speaker D,"the fund, right? It's excess school oil and gas tax revenue, that's what it is, and excess federal mineral leasing, okay? The fund reached the level that it did because for three fiscal years, the total amount deposited into the fund was about$8 billion. Going forward, the inputs are not expected to be anywhere near that high, right? Right now, we actually have diversions from the fund going to the Medicaid Trust Fund and the Behavioral Health Trust Fund. Those are in effect for the next three years. So they decrease"
02:13:42,Speaker G,"the ECCD inputs into the fund by half. Then it will go back up to the regular amount. Regardless, I don't think anybody is expecting to see$8 billion of deposits into the fund anytime soon. I say that to set up that we've run projections. For the fund. And$10 billion is an amazing amount of money. I absolutely understand"
02:14:06,Speaker B,"everybody talking about it. However, if the"
02:14:07,Speaker G,"department increases by too much more than the$500 million that they are now, it won't be sustainable in the far out years. So if the intent of the fund, part of it, is to create not just a fund to provide resources for early childhood education and whatnot, but if it is intended to be a permanent fund, just"
02:14:31,Speaker E,"as the land grant permanent fund, they don't have a lot of wiggle room to increase currently. The distribution. The distribution, exactly. Yeah, and we have run this multiple times. We've run it out to 2050. The corpus starts to decrease. So I'm not sure if that's what you were looking for, but I thought it might be helpful to give you that. Thank you very much. We want to go to Kelly really quick for additional context. Great question. And Kelly. Thank you. Just really quick. So the next time distribution is projected to put out any additional money is in FY29, and that's only about another 17 million. Now, I want to make clear that this$160 million that the agency is requesting for next fiscal year for universal child care is not the total cost of universal child care. There will be increases expected in FY28 and 29 as they ramp up the program. And so"
02:15:37,Speaker G,"just to be very clear, the cost, as you're talking about affordability, is something we're going to be talking about for several legislatures going forward. Thank you, Mr. Chair. And thank you for that very in-depth. I wish we could spend 15 minutes together because I know that I"
02:15:57,Speaker E,"could get my mind wrapped around this, but that is a lot of money."
02:16:01,Speaker G,"And when we were talking about, not to change the subject, Mr. Chair. But when we were talking about paid family medical leave, we were looking at other states and it was not sustainable. If you carry out a program like this and you have all these people wanting it and they're"
02:16:22,Speaker B,"using it, what happens if it gets"
02:16:24,Speaker E,"to the point where it's upside down? What happens? Do you just start cutting programs? You start taking from other funds. What do we do? Yeah, Mr. Chair, Representative Vincent, great question. I know that's top of mind for all of us. It's top of mind for the governor, for the legislature, and for us. And I think it's we have we cannot forget what the investment of investing in this period in"
02:16:54,Speaker G,"life means to us as a state. Better health outcomes, better school readiness outcomes, better earnings, less crime, less juvenile violence."
02:17:01,Speaker B,That is the promise of our. High quality early childhood
02:17:04,Speaker G,system. And so a 13% return is double what we get on our own permanent funds and
02:17:10,Speaker E,our early childhood trust fund. So we're investing in our
02:17:13,Speaker G,"human capital. And that's the promise. You know, in two, three, four years, we're going to see results even better than what we've already seen in terms of school readiness and reading and other health outcomes. That's going to bring down all our costs in all these other areas that are, this is upstream work. So I think we"
02:17:37,Speaker E,"have to keep our eye on it. We have to make sure the outcomes are being delivered, but that's why the investment is worth it because the return is so strong. Thank you, Mr. Chair. And I'm going"
02:17:52,Speaker G,to take a real quick stab at something that Representative Baca brought up. And
02:17:57,Speaker A,"this is the way I understand it. So the rate of a pre-K provider is 14,000. Correct? Mr. Chair, Representative Visit, yes. four-year-old okay"
02:18:06,Speaker G,"over 14,000 yes so um if a mother works evenings and weekends and she needs a full-time contract what does that child how much does it cost that child how much does how much money is that child going to be invested in is it double that mr chair well mr chair representative vinson so she needs um it depends how many hours of care if she needs less than 29 hours she just might need a part-time contract is she getting that in a child care home in a registered home what level of quality so there are a lot of things but that's where we've averaged about that 14 000 on average for a family but that's getting full-time care depends what her work schedule is she may be actually working full-time outside of the hours that the child's going to preschool so it would be then both so mr chair if you multiplied that times three if she had three children How much is that? 14,000 times three? Or is it 35,000 times three? No, it would be the. It's$42,000. Thank you.$14,000 times$3?$42,000.$42,000. So what if she just makes$35,000 a year? Wouldn't it be cheaper or wouldn't it be better to help her out at home? We're paying more for child care than we would if she just stayed home and took care of her kids. You see where my mind's going? Mr. Chair, Representative Vincent, I do. And I think those are the choices that families are making every day when they want to go to work, but they see the cost of child care and they say, I can't work. But yet they want to work and we need people to do the jobs that they want to do. So I think you're hitting on exactly what the challenge is. Okay. Mr. Chair, I appreciate you giving me the time for that. That was great. Thank you very much, Representative Vincent. Going to go to Representative Hernandez, then"
02:20:27,Speaker E,"the vice chair, and then I'll have some questions. Representative Hernandez, please. Thank you, Mr. Chairman. And Madam Secretary, I always love all the metrics that you bring to the committee and the updates that I'm hearing that the hard work that your agency is doing, especially with our Native American communities. I'm seeing those results in real time"
02:20:51,Speaker B,every time I go into my community
02:20:52,Speaker G,"and I hear about the communications that your staff is having with tribal leaders. Mr. Chairman, my first experience of community leadership actually started eight years ago when my daughter was in the Shiprock Head"
02:21:06,Speaker E,"Start and I got elected as a Shiprock local parent committee president, which elevated me to the Navajo Nation Parent Policy Council for the"
02:21:15,Speaker B,"Navajo Nation Head Start Program, largest early"
02:21:16,Speaker G,childhood Head Start program in the nation. And New Mexico has 32. Head Start Centers in New Mexico. New Mexico has invested in the Navajo Nations Head Start
02:21:27,Speaker A,"Center by granting money to, I think it's a five-year grant. I've seen those investments happen, Mr."
02:21:33,Speaker B,"Chairman, and most importantly, the continuation of building the important blocks of language revitalization, cultural identity, and making sure that our new educators have everything to handle the stress level. Because I've seen early childhood educators under a lot of stress when dealing with the complexity of families and funding. Mr. Chairman,"
02:21:54,Speaker E,"I'm kind of disappointed with the zero dollars of recommendation for the Native American early childhood convening. My question is, is this convening, how many days is this convening held? And did this include the advisory group that you guys have formed with all of"
02:22:12,Speaker B,"the tribal, tribes, nations, and Pueblos early childhood education? Mr. Chairman. Yes, Mr. Chairman, and thank you, Representative Hernandez, and thank you for bringing that Head Start perspective. And as a policy council parent, I know how hard those jobs are as having run a Head Start and really always appreciative parent leadership. We're imagining a three-day convening because there's so much knowledge to share and so much learning to do. So bringing people together, being able to be in a space together here in New Mexico for that convening. Thank you, Mr. Chairman. Earlier, you referenced a 30% investment of return. Is that, Mr. Chairman? 30% investment return for each dollar"
